title,author,link,date,number_of_views
Киберспортивный сбор урожая в Farming Simulator 19 стал жертвой игровой физики,Геннадий Воробьев,https://stopgame.ru/newsdata/39302/kibersportivnyy_sbor_urozhaya_v_farming_simulator_19_stal_zhertvoy_igrovoy_fiziki,"
31 июля 2019 ", 183
Twitch-канал турнира The International по Dota 2 удаляет из чата упоминания площади Тяньаньмэнь,Руслан Присекин,https://stopgame.ru/newsdata/39528/twitch_kanal_turnira_the_international_po_dota_2_udalyaet_iz_chata_upominaniya_ploschadi_tyananmen,"
15 августа 2019 ", 144
В Австралии арестовали шесть человек за договорные матчи по Counter-Strike: Global Offensive,Руслан Присекин,https://stopgame.ru/newsdata/39672/v_avstralii_arestovali_shest_chelovek_za_dogovornye_matchi_po_counter_strike_global_offensive,"
24 августа 2019 ", 265
"Игроки считают, что Riot Games запретила комментаторам турнира по LoL произносить слово «Гонконг». Riot это отрицает [дополнено]",Андрей Маковеев,https://stopgame.ru/newsdata/40336/igroki_schitayut_chto_riot_games_zapretila_kommentatoram_turnira_po_lol_proiznosit_slovo_gonkong_riot_eto_otricaet_dopolneno,"
11 октября 2019 ", 186
"Киберспортсмен Hearthstone cлил катку, потому что одновременно проходил квалификацию на турнир по Auto Chess",Геннадий Воробьев,https://stopgame.ru/newsdata/39972/kibersportsmen_hearthstone_clil_katku_potomu_chto_odnovremenno_prohodil_kvalifikaciyu_na_turnir_po_auto_chess,"
16 сентября 2019 ", 319
Команда OG стала первым двукратным чемпионом The International по Dota 2,Руслан Присекин,https://stopgame.ru/newsdata/39679/komanda_og_stala_pervym_dvukratnym_chempionom_the_international_po_dota_2,"
25 августа 2019 ", 240
Владельцев австралийской команды по Overwatch подозревают в связях с организованной преступностью,Руслан Присекин,https://stopgame.ru/newsdata/40104/vladelcev_avstraliyskoy_komandy_po_overwatch_podozrevayut_v_svyazyah_s_organizovannoy_prestupnostyu,"
24 сентября 2019 ", 103
"Epic Games заверила, что не будет наказывать игроков в Fortnite за политические высказывания",Андрей Маковеев,https://stopgame.ru/newsdata/40305/epic_games_zaverila_chto_ne_budet_nakazyvat_igrokov_v_fortnite_za_politicheskie_vyskazyvaniya,"
9 октября 2019 ", 178
В честь Олимпиады в Токио проведут два киберспортивных турнира,Геннадий Воробьев,https://stopgame.ru/newsdata/39910/v_chest_olimpiady_v_tokio_provedut_dva_kibersportivnyh_turnira,"
11 сентября 2019 ", 160
Riot Games подала в суд на киберспортивную организацию Riot Squad из-за нарушения торговой марки,Руслан Присекин,https://stopgame.ru/newsdata/40324/riot_games_podala_v_sud_na_kibersportivnuyu_organizaciyu_riot_squad_iz_za_narusheniya_torgovoy_marki,"
10 октября 2019 ", 134
"Blizzard забанила киберспортсмена Hearthstone после того, как он поддержал протесты в Гонконге [дополнено]",Геннадий Воробьев,https://stopgame.ru/newsdata/40278/blizzard_zabanila_kibersportsmena_hearthstone_posle_togo_kak_on_podderzhal_protesty_v_gonkonge_dopolneno,"
8 октября 2019 ", 590
Официальный комментарий Blizzard о гонконгском бане — наказание для Blitzchung сильно смягчают,Геннадий Воробьев,https://stopgame.ru/newsdata/40344/oficialnyy_kommentariy_blizzard_o_gonkongskom_bane_nakazanie_dlya_blitzchung_silno_smyagchayut,"
12 октября 2019 ", 216
"Ещё больше анонсов от Riot: тактический шутер, спортивный менеджер, мобильная и консольная League of Legends…",Геннадий Воробьев,https://stopgame.ru/newsdata/40388/esch_bolshe_anonsov_ot_riot_takticheskiy_shuter_sportivnyy_menedzher_mobilnaya_i_konsolnaya_league_of_legends,"
16 октября 2019 ", 1115
Blizzard забанила на полгода команду по Hearthstone за табличку в поддержу гонконгских протестов,Руслан Присекин,https://stopgame.ru/newsdata/40398/blizzard_zabanila_na_polgoda_komandu_po_hearthstone_za_tablichku_v_podderzhu_gonkongskih_protestov,"
16 октября 2019 ", 138
Члены Конгресса США попросили главу Activision Blizzard отменить гонгконгский бан киберспортсмена,Руслан Присекин,https://stopgame.ru/newsdata/40438/chleny_kongressa_ssha_poprosili_glavu_activision_blizzard_otmenit_gongkongskiy_ban_kibersportsmena,"
19 октября 2019 ", 216
"Epic отобрала денежные призы у двух сотен игроков, которые жульничали на чемпионате мира по Fortnite",Геннадий Воробьев,https://stopgame.ru/newsdata/37917/epic_otobrala_denezhnye_prizy_u_dvuh_soten_igrokov_kotorye_zhulnichali_na_chempionate_mira_po_fortnite,"
20 апреля 2019 ", 501
"Представители 12 стран, включая Россию и Украину, собираются создать Европейскую федерацию киберспорта",Руслан Присекин,https://stopgame.ru/newsdata/37916/predstaviteli_12_stran_vklyuchaya_rossiyu_i_ukrainu_sobirayutsya_sozdat_evropeyskuyu_federaciyu_kibersporta,"
20 апреля 2019 ", 391
За победу в турнире по Super Smash Bros. Melee в чемпиона кинули мёртвого краба,Руслан Присекин,https://stopgame.ru/newsdata/37936/za_pobedu_v_turnire_po_super_smash_bros_melee_v_chempiona_kinuli_m_rtvogo_kraba,"
23 апреля 2019 ", 106
Министерство культуры Дании собирается развивать национальный киберспорт,Руслан Присекин,https://stopgame.ru/newsdata/38061/ministerstvo_kultury_danii_sobiraetsya_razvivat_nacionalnyy_kibersport,"
1 мая 2019 ", 168
Команда FaZe Clan проиграла на турнире по Black Ops 4 из-за бага,Руслан Присекин,https://stopgame.ru/newsdata/38101/komanda_faze_clan_proigrala_na_turnire_po_black_ops_4_iz_za_baga,"
5 мая 2019 ", 125
"Через четыре года количество PC-геймеров в Китае превысит население США, считают аналитики",Геннадий Воробьев,https://stopgame.ru/newsdata/38105/cherez_chetyre_goda_kolichestvo_pc_geymerov_v_kitae_prevysit_naselenie_ssha_schitayut_analitiki,"
6 мая 2019 ", 121
Nintendo раскрыла планы на E3 2019,Геннадий Воробьев,https://stopgame.ru/newsdata/38155/nintendo_raskryla_plany_na_e3_2019,"
9 мая 2019 ", 153
Лига по LoL потребовала от команды избавиться от инвестора-расиста,Вольдемар Сидоров,https://stopgame.ru/newsdata/38244/liga_po_lol_potrebovala_ot_komandy_izbavitsya_ot_investora_rasista,"
16 мая 2019 ", 137
Популярный стример Fortnite подал в суд на свою киберспортивную организацию за кабальный контракт,Вольдемар Сидоров,https://stopgame.ru/newsdata/38309/populyarnyy_strimer_fortnite_podal_v_sud_na_svoyu_kibersportivnuyu_organizaciyu_za_kabalnyy_kontrakt,"
21 мая 2019 ", 118
"Финал крупного турнира по MTG Arena — с Дмитрием Кунгуровым, экспертами по «Магии» и подарками для зрителей!",Геннадий Воробьев,https://stopgame.ru/newsdata/38830/final_krupnogo_turnira_po_mtg_arena_s_dmitriem_kungurovym_ekspertami_po_magii_i_podarkami_dlya_zriteley,"
22 июня 2019 ", 120
Боксёр Майк Тайсон вложился в киберспорт и построит кибеспортивный центр посреди полей с коноплёй,Вольдемар Сидоров,https://stopgame.ru/newsdata/38387/boks_r_mayk_tayson_vlozhilsya_v_kibersport_i_postroit_kibesportivnyy_centr_posredi_poley_s_konopl_y,"
25 мая 2019 ", 138
На турнир по FIFA 19 пришло около 10 человек. Власти Москвы выделили на него почти 40 миллионов рублей,Руслан Присекин,https://stopgame.ru/newsdata/38749/na_turnir_po_fifa_19_prishlo_okolo_10_chelovek_vlasti_moskvy_vydelili_na_nego_pochti_40_millionov_rubley,"
16 июня 2019 ", 707
Призовой фонд мирового турнира The International 2019 стал самым большим в истории Dota 2,Руслан Присекин,https://stopgame.ru/newsdata/38933/prizovoy_fond_mirovogo_turnira_the_international_2019_stal_samym_bolshim_v_istorii_dota_2,"
1 июля 2019 ", 161
7 июля на фестивале «Техника спорта» пройдёт турнир по War Thunder,Руслан Присекин,https://stopgame.ru/newsdata/38950/7_iyulya_na_festivale_tehnika_sporta_proyd_t_turnir_po_war_thunder,"
2 июля 2019 ", 100
В моём темпе! Два геймера почти одновременно поставили мировой рекорд в ритм-игре osu!,Геннадий Воробьев,https://stopgame.ru/newsdata/39041/v_mo_m_tempe_dva_geymera_pochti_odnovremenno_postavili_mirovoy_rekord_v_ritm_igre_osu,"
10 июля 2019 ", 3747
Конец «симулятора козла» в Overwatch: в игру вводят насильное разделение команды по ролям [добавлен официальный анонс],Геннадий Воробьев,https://stopgame.ru/newsdata/39143/konec_simulyatora_kozla_v_overwatch_v_igru_vvodyat_nasilnoe_razdelenie_komandy_po_rolyam_dobavlen_oficialnyy_anons,"
18 июля 2019 ", 370
Уилл Смит стал инвестором киберспортивной организации,Геннадий Воробьев,https://stopgame.ru/newsdata/37884/uill_smit_stal_investorom_kibersportivnoy_organizacii,"
18 апреля 2019 ", 103
Премьеру документального фильма о The International 2018 устроят в кинотеатре,Геннадий Воробьев,https://stopgame.ru/newsdata/36500/premeru_dokumentalnogo_filma_o_the_international_2018_ustroyat_v_kinoteatre,"
24 декабря 2018 ", 74
Скоростное прохождение игр хотят превратить в киберспорт. Спидраннеры возражают,Андрей Маковеев,https://stopgame.ru/newsdata/36503/skorostnoe_prohozhdenie_igr_hotyat_prevratit_v_kibersport_spidrannery_vozrazhayut,"
24 декабря 2018 ", 1191
По Farming Simulator 19 проведут турниры с призовым фондом 250 тысяч евро,Андрей Маковеев,https://stopgame.ru/newsdata/36773/po_farming_simulator_19_provedut_turniry_s_prizovym_fondom_250_tysyach_evro,"
23 января 2019 ", 518
Девушка-геймер отказалась от места в киберспортивной команде Overwatch после травли в Сети [обновлено],Геннадий Воробьев,https://stopgame.ru/newsdata/36539/devushka_geymer_otkazalas_ot_mesta_v_kibersportivnoy_komande_overwatch_posle_travli_v_seti_obnovleno,"
4 января 2019 ", 285
ИИ DeepMind размазал по стенке профессиональных игроков в StarCraft II,Геннадий Воробьев,https://stopgame.ru/newsdata/36798/ii_deepmind_razmazal_po_stenke_professionalnyh_igrokov_v_starcraft_ii,"
25 января 2019 ", 2671
Президент немецкого олимпийского комитета: «Киберспорта не существует»,Геннадий Воробьев,https://stopgame.ru/newsdata/36847/prezident_nemeckogo_olimpiyskogo_komiteta_kibersporta_ne_suschestvuet,"
30 января 2019 ", 155
Российская команда Team Empire заняла второе место на чемпионате мира по Rainbow Six Siege,Руслан Присекин,https://stopgame.ru/newsdata/37076/rossiyskaya_komanda_team_empire_zanyala_vtoroe_mesto_na_chempionate_mira_po_rainbow_six_siege,"
18 февраля 2019 ", 194
В 2019-м общий призовой фонд турниров по Fortnite составит 100 миллионов долларов,Андрей Маковеев,https://stopgame.ru/newsdata/37140/v_2019_m_obschiy_prizovoy_fond_turnirov_po_fortnite_sostavit_100_millionov_dollarov,"
22 февраля 2019 ", 1237
В Overwatch League прервали самую длинную серию поражений в истории киберспорта,Геннадий Воробьев,https://stopgame.ru/newsdata/37146/v_overwatch_league_prervali_samuyu_dlinnuyu_seriyu_porazheniy_v_istorii_kibersporta,"
23 февраля 2019 ", 195
Konami строит в Токио 12-этажный киберспортивный центр,Андрей Маковеев,https://stopgame.ru/newsdata/37313/konami_stroit_v_tokio_12_etazhnyy_kibersportivnyy_centr,"
8 марта 2019 ", 2017
"Слух: Activision запускает киберспорт по Call of Duty, где слот для одной команды стоит 25 миллионов долларов",Геннадий Воробьев,https://stopgame.ru/newsdata/37400/sluh_activision_zapuskaet_kibersport_po_call_of_duty_gde_slot_dlya_odnoy_komandy_stoit_25_millionov_dollarov,"
14 марта 2019 ", 94
EA потратила несколько миллионов на продвинутую киберспортивную студию,Геннадий Воробьев,https://stopgame.ru/newsdata/37436/ea_potratila_neskolko_millionov_na_prodvinutuyu_kibersportivnuyu_studiyu,"
18 марта 2019 ", 67
Новая серия «Симпсонов» посвящена киберспорту и создавалась при помощи Riot Games,Геннадий Воробьев,https://stopgame.ru/newsdata/37424/novaya_seriya_simpsonov_posvyaschena_kibersportu_i_sozdavalas_pri_pomoschi_riot_games,"
16 марта 2019 ", 918
Владельцы команды по Overwatch потратят $50 млн на строительство киберспортивного стадиона в Филадельфии,Андрей Маковеев,https://stopgame.ru/newsdata/37549/vladelcy_komandy_po_overwatch_potratyat_50_mln_na_stroitelstvo_kibersportivnogo_stadiona_v_filadelfii,"
25 марта 2019 ", 213
Футбольный клуб «Барселона» подписал состав по Rocket League,Руслан Присекин,https://stopgame.ru/newsdata/37717/futbolnyy_klub_barselona_podpisal_sostav_po_rocket_league,"
5 апреля 2019 ", 1149
"В Overwatch League запретили жест «окей», потому что посчитали его символом расизма",Геннадий Воробьев,https://stopgame.ru/newsdata/37740/v_overwatch_league_zapretili_zhest_okey_potomu_chto_poschitali_ego_simvolom_rasizma,"
6 апреля 2019 ", 2056
MTG Arena: начало турнира с призовым фондом миллион долларов и выход самого большого апдейта,Руслан Присекин,https://stopgame.ru/newsdata/37619/mtg_arena_nachalo_turnira_s_prizovym_fondom_million_dollarov_i_vyhod_samogo_bolshogo_apdeyta,"
29 марта 2019 ", 95
"Армия США создаёт киберспортивную команду, чтобы эффективнее набирать новых солдат",Геннадий Воробьев,https://stopgame.ru/newsdata/36158/armiya_ssha_sozda_t_kibersportivnuyu_komandu_chtoby_effektivnee_nabirat_novyh_soldat,"
14 ноября 2018 ", 401
Из-за трагедии в Джексонвилле Electronic Arts отменила турнир по Madden NFL 19,Геннадий Воробьев,https://stopgame.ru/newsdata/35546/iz_za_tragedii_v_dzheksonville_electronic_arts_otmenila_turnir_po_madden_nfl_19,"
28 августа 2018 ", 189
Итоги The International 2018: как лучшие игроки в Dota 2 поделили 25 миллионов долларов,Геннадий Воробьев,https://stopgame.ru/newsdata/35533/itogi_the_international_2018_kak_luchshie_igroki_v_dota_2_podelili_25_millionov_dollarov,"
26 августа 2018 ", 256
Один из пострадавших во время стрельбы в Джексонвилле подал в суд на Electronic Arts,Андрей Маковеев,https://stopgame.ru/newsdata/35587/odin_iz_postradavshih_vo_vremya_strelby_v_dzheksonville_podal_v_sud_na_electronic_arts,"
31 августа 2018 ", 96
Участник турнира по Madden NFL 19 застрелил двух соперников и покончил с собой,Геннадий Воробьев,https://stopgame.ru/newsdata/35534/uchastnik_turnira_po_madden_nfl_19_zastrelil_dvuh_sopernikov_i_pokonchil_s_soboy,"
27 августа 2018 ", 143
"Глава Олимпийского комитета считает, что играм про убийства не место на Олимпиаде",Геннадий Воробьев,https://stopgame.ru/newsdata/35604/glava_olimpiyskogo_komiteta_schitaet_chto_igram_pro_ubiystva_ne_mesto_na_olimpiade,"
4 сентября 2018 ", 122
Фанаты в Швейцарии забросали футбольное поле геймпадами в знак протеста против киберспорта,Геннадий Воробьев,https://stopgame.ru/newsdata/35772/fanaty_v_shveycarii_zabrosali_futbolnoe_pole_geympadami_v_znak_protesta_protiv_kibersporta,"
25 сентября 2018 ", 122
Исторический момент киберспорта: впервые чемпионом мира по StarCraft II стал не кореец,Геннадий Воробьев,https://stopgame.ru/newsdata/36085/istoricheskiy_moment_kibersporta_vpervye_chempionom_mira_po_starcraft_ii_stal_ne_koreec,"
5 ноября 2018 ", 568
В Москве пройдут киберспортивные соревнования с призовым фондом полмиллиона рублей,Андрей Маковеев,https://stopgame.ru/newsdata/35843/v_moskve_proydut_kibersportivnye_sorevnovaniya_s_prizovym_fondom_polmilliona_rubley,"
3 октября 2018 ", 1120
В киберспортивном «Тетрисе» новая звезда: юное дарование победило семикратного чемпиона,Геннадий Воробьев,https://stopgame.ru/newsdata/35978/v_kibersportivnom_tetrise_novaya_zvezda_yunoe_darovanie_pobedilo_semikratnogo_chempiona,"
22 октября 2018 ", 154
Valve проведёт официальный турнир по Artifact ещё до запуска «беты»,Геннадий Воробьев,https://stopgame.ru/newsdata/36087/valve_proved_t_oficialnyy_turnir_po_artifact_esch_do_zapuska_bety,"
5 ноября 2018 ", 185
Премьер-министр Дании выступил на церемонии открытия турнира по CS:GO,Андрей Маковеев,https://stopgame.ru/newsdata/36091/premer_ministr_danii_vystupil_na_ceremonii_otkrytiya_turnira_po_cs_go,"
5 ноября 2018 ", 131
Valve ответила на расистский скандал с участием китайцев в Dota 2,Геннадий Воробьев,https://stopgame.ru/newsdata/36137/valve_otvetila_na_rasistskiy_skandal_s_uchastiem_kitaycev_v_dota_2,"
12 ноября 2018 ", 3022
"Турнир по PUBG от Plantronics — ваш шанс выиграть деньги, гарнитуры и поездку на международный фестиваль",Геннадий Воробьев,https://stopgame.ru/newsdata/36247/turnir_po_pubg_ot_plantronics_vash_shans_vyigrat_dengi_garnitury_i_poezdku_na_mezhdunarodnyy_festival,"
27 ноября 2018 ", 264
Признанный киберспортсмен научит авторов StopGame.ru играть в Overwatch [обновлено],Геннадий Воробьев,https://stopgame.ru/newsdata/36225/priznannyy_kibersportsmen_nauchit_avtorov_stopgame_ru_igrat_v_overwatch_obnovleno,"
22 ноября 2018 ", 305
Олимпийский комитет: дискуссия о включении киберспорта в программу Олимпийских игр преждевременна,Андрей Маковеев,https://stopgame.ru/newsdata/36371/olimpiyskiy_komitet_diskussiya_o_vklyuchenii_kibersporta_v_programmu_olimpiyskih_igr_prezhdevremenna,"
10 декабря 2018 ", 176
Blizzard сокращает поддержку Heroes of the Storm и отменяет киберспортивную часть,Геннадий Воробьев,https://stopgame.ru/newsdata/36411/blizzard_sokraschaet_podderzhku_heroes_of_the_storm_i_otmenyaet_kibersportivnuyu_chast,"
14 декабря 2018 ", 2246
Меч из Infinity Blade ломает киберспортивный турнир в Fortnite на миллион долларов,Геннадий Воробьев,https://stopgame.ru/newsdata/36392/mech_iz_infinity_blade_lomaet_kibersportivnyy_turnir_v_fortnite_na_million_dollarov,"
12 декабря 2018 ", 188
"Epic признала свою ошибку и убрала из Fortnite меч, который сломал киберспортивный турнир",Геннадий Воробьев,https://stopgame.ru/newsdata/36426/epic_priznala_svoyu_oshibku_i_ubrala_iz_fortnite_mech_kotoryy_slomal_kibersportivnyy_turnir,"
15 декабря 2018 ", 163
Американский рэпер продаёт под своим брендом сомнительные китайские консоли,Андрей Маковеев,https://stopgame.ru/newsdata/36446/amerikanskiy_reper_proda_t_pod_svoim_brendom_somnitelnye_kitayskie_konsoli,"
18 декабря 2018 ", 140
Авторы Battalion 1944 решили проучить киберспортсмена и нарисовали на его скине пенис,Геннадий Воробьев,https://stopgame.ru/newsdata/34832/avtory_battalion_1944_reshili_prouchit_kibersportsmena_i_narisovali_na_ego_skine_penis,"
7 июня 2018 ", 140
В феврале пройдёт финал турнира Warface Open Cup с призовым фондом 3 миллиона рублей,Андрей Маковеев,https://stopgame.ru/newsdata/33674/v_fevrale_proyd_t_final_turnira_warface_open_cup_s_prizovym_fondom_3_milliona_rubley,"
17 января 2018 ", 193
Overwatch League запустилась с размахом — 10 миллионов зрителей за первую неделю,Геннадий Воробьев,https://stopgame.ru/newsdata/33679/overwatch_league_zapustilas_s_razmahom_10_millionov_zriteley_za_pervuyu_nedelyu,"
18 января 2018 ", 152
"Mail.Ru Group приобретает ESforce — владельцев Virtus.pro, Cybersport.ru и других частей российского киберспорта",Геннадий Воробьев,https://stopgame.ru/newsdata/33699/mail_ru_group_priobretaet_esforce_vladelcev_virtus_pro_cybersport_ru_i_drugih_chastey_rossiyskogo_kibersporta,"
22 января 2018 ", 845
Ubisoft изменила формат грядущих состязаний по Rainbow Six Siege,Андрей Маковеев,https://stopgame.ru/newsdata/33719/ubisoft_izmenila_format_gryaduschih_sostyazaniy_po_rainbow_six_siege,"
23 января 2018 ", 92
"Valve встала на защиту стримеров, которые якобы нарушали правила показов матчей по Dota 2 от ESL",Геннадий Воробьев,https://stopgame.ru/newsdata/33750/valve_vstala_na_zaschitu_strimerov_kotorye_yakoby_narushali_pravila_pokazov_matchey_po_dota_2_ot_esl,"
26 января 2018 ", 170
В этом году создатели World of Tanks изменят формат танкового киберспорта,Андрей Маковеев,https://stopgame.ru/newsdata/33784/v_etom_godu_sozdateli_world_of_tanks_izmenyat_format_tankovogo_kibersporta,"
31 января 2018 ", 172
Команда AG стала триумфатором первого международного LAN-финала Warface Open Cup,Андрей Маковеев,https://stopgame.ru/newsdata/33823/komanda_ag_stala_triumfatorom_pervogo_mezhdunarodnogo_lan_finala_warface_open_cup,"
5 февраля 2018 ", 1715
"PUBG возглавила список самых успешных премиумных PC-игр, Divinity: Original Sin 2 вошла в первую десятку",Геннадий Воробьев,https://stopgame.ru/newsdata/33790/pubg_vozglavila_spisok_samyh_uspeshnyh_premiumnyh_pc_igr_divinity_original_sin_2_voshla_v_pervuyu_desyatku,"
1 февраля 2018 ", 289
Следующий крупный турнир по «ГВИНТУ» пройдёт в польской соляной шахте «Величка»,Андрей Маковеев,https://stopgame.ru/newsdata/34074/sleduyuschiy_krupnyy_turnir_po_gvintu_proyd_t_v_polskoy_solyanoy_shahte_velichka,"
7 марта 2018 ", 106
Blizzard официально подтвердила: мемам с лягушонком Пепе не место в Overwatch League,Геннадий Воробьев,https://stopgame.ru/newsdata/34194/blizzard_oficialno_podtverdila_memam_s_lyagushonkom_pepe_ne_mesto_v_overwatch_league,"
21 марта 2018 ", 554
В этом году вы снова сможете поболеть за Россию на Чемпионате мира по Overwatch,Геннадий Воробьев,https://stopgame.ru/newsdata/34248/v_etom_godu_vy_snova_smozhete_pobolet_za_rossiyu_na_chempionate_mira_po_overwatch,"
28 марта 2018 ", 111
На следующей неделе стартует открытый турнир по Heavy Metal Machines,Андрей Маковеев,https://stopgame.ru/newsdata/34333/na_sleduyuschey_nedele_startuet_otkrytyy_turnir_po_heavy_metal_machines,"
6 апреля 2018 ", 72
В воскресенье завершатся турниры по Warface «Абсолютная власть»,Андрей Маковеев,https://stopgame.ru/newsdata/34279/v_voskresene_zavershatsya_turniry_po_warface_absolyutnaya_vlast,"
30 марта 2018 ", 6163
Аркадного рекордсмена поймали на читерстве,Вольдемар Сидоров,https://stopgame.ru/newsdata/34384/arkadnogo_rekordsmena_poymali_na_chiterstve,"
13 апреля 2018 ", 111
В League of Legends запустили режим для диванных киберспортсменов с лапками вместо рук,Геннадий Воробьев,https://stopgame.ru/newsdata/34659/v_league_of_legends_zapustili_rezhim_dlya_divannyh_kibersportsmenov_s_lapkami_vmesto_ruk,"
17 мая 2018 ", 244
Призовой фонд первого сезона состязаний по Fortnite составит 100 миллионов долларов,Андрей Маковеев,https://stopgame.ru/newsdata/34689/prizovoy_fond_pervogo_sezona_sostyazaniy_po_fortnite_sostavit_100_millionov_dollarov,"
21 мая 2018 ", 147
Overwatch League начали показывать по телевидению,Геннадий Воробьев,https://stopgame.ru/newsdata/35154/overwatch_league_nachali_pokazyvat_po_televideniyu,"
12 июля 2018 ", 145
Представители игровой индустрии обсудили будущее киберспорта с Международным олимпийским комитетом,Андрей Маковеев,https://stopgame.ru/newsdata/35238/predstaviteli_igrovoy_industrii_obsudili_buduschee_kibersporta_s_mezhdunarodnym_olimpiyskim_komitetom,"
23 июля 2018 ", 183
Overwatch: запуск следующих «Летних игр» и две новые команды Overwatch League,Геннадий Воробьев,https://stopgame.ru/newsdata/35327/overwatch_zapusk_sleduyuschih_letnih_igr_i_dve_novye_komandy_overwatch_league,"
3 августа 2018 ", 208
Российская команда пропустит турнир по Super Smash Bros. Ultimate из-за Nintendo Russia,Руслан Присекин,https://stopgame.ru/newsdata/37898/rossiyskaya_komanda_propustit_turnir_po_super_smash_bros_ultimate_iz_za_nintendo_russia,"
19 апреля 2019 ", 207
Искусственный интеллект одержал победу в Dota 2 над действующими чемпионами мира,Руслан Присекин,https://stopgame.ru/newsdata/37831/iskusstvennyy_intellekt_oderzhal_pobedu_v_dota_2_nad_deystvuyuschimi_chempionami_mira,"
14 апреля 2019 ", 190
"В Overwatch добавили 312 новых обликов. Но чтобы получить их все, придётся потратить свыше 88 000 рублей",Геннадий Воробьев,https://stopgame.ru/newsdata/33612/v_overwatch_dobavili_312_novyh_oblikov_no_chtoby_poluchit_ih_vse_prid_tsya_potratit_svyshe_88_000_rubley,"
10 января 2018 ", 505
Подробнее об Overwatch League и Twitch — сделке на 90 миллионов долларов,Геннадий Воробьев,https://stopgame.ru/newsdata/33618/podrobnee_ob_overwatch_league_i_twitch_sdelke_na_90_millionov_dollarov,"
10 января 2018 ", 185
"Призовой фонд чемпионата по Dota 2 превысил 30 миллионов долларов, поставив рекорд в истории LAN-турниров",Руслан Присекин,https://stopgame.ru/newsdata/39176/prizovoy_fond_chempionata_po_dota_2_prevysil_30_millionov_dollarov_postaviv_rekord_v_istorii_lan_turnirov,"
21 июля 2019 ", 283
В Москве состоится международная битва в Dota 2 за миллион долларов и шанс поехать на The International 2018,Геннадий Воробьев,https://stopgame.ru/newsdata/33617/v_moskve_sostoitsya_mezhdunarodnaya_bitva_v_dota_2_za_million_dollarov_i_shans_poehat_na_the_international_2018,"
10 января 2018 ", 116
PlayStation готовит какие-то новости для турнира по файтингам EVO 2019,Геннадий Воробьев,https://stopgame.ru/newsdata/39211/playstation_gotovit_kakie_to_novosti_dlya_turnira_po_faytingam_evo_2019,"
24 июля 2019 ", 119
Авторы Battalion 1944 потратят 650 тысяч долларов на турниры по игре и выпустят уйму бесплатных добавок,Руслан Присекин,https://stopgame.ru/newsdata/39254/avtory_battalion_1944_potratyat_650_tysyach_dollarov_na_turniry_po_igre_i_vypustyat_uymu_besplatnyh_dobavok,"
26 июля 2019 ", 199
"Слух: YouTube заплатил Activision Blizzard $160 млн за права на трансляцию турниров по Overwatch, Call of Duty и Hearthstone",Андрей Маковеев,https://stopgame.ru/newsdata/41923/sluh_youtube_zaplatil_activision_blizzard_160_mln_za_prava_na_translyaciyu_turnirov_po_overwatch_call_of_duty_i_hearthstone,"
18 февраля 2020 ", 605
Итоги кубка мира по Fortnite: триумф контроллеров и 16-летний обладатель самого крупного приза в истории киберспорта,Геннадий Воробьев,https://stopgame.ru/newsdata/39265/itogi_kubka_mira_po_fortnite_triumf_kontrollerov_i_16_letniy_obladatel_samogo_krupnogo_priza_v_istorii_kibersporta,"
29 июля 2019 ", 11K
EA забанила стримера-грубияна во всех своих играх,Геннадий Воробьев,https://stopgame.ru/newsdata/42011/ea_zabanila_strimera_grubiyana_vo_vseh_svoih_igrah,"
25 февраля 2020 ", 591
